URL,AÑO,MES,TIPO DE FUENTE,CATEGORÍA,SUBCATEGORÍA,INSIGHT,RESUMEN
https://beautynewsdaily.com/moroccanoil-expands-into-skincare/,2026,FEBRERO,LANZAMIENTO DE PRODUCTO,ESTRATEGIA CORPORATIVA,EXTENSIÓN DE LÍNEA,"Moroccanoil capitaliza el valor de marca del aceite de argán para penetrar en el cuidado facial, buscando convertir su éxito capilar en un ecosistema de bienestar completo.","La marca icónica de cuidado capilar Moroccanoil expande oficialmente su portafolio hacia el cuidado de la piel, lanzando una línea facial basada en las propiedades nutritivas y antioxidantes del argán."
https://beautynewsdaily.com/the-best-suncare-for-the-slopes/,2026,FEBRERO,ARTÍCULO DE TENDENCIAS,TENDENCIAS DE MERCADO,PROTECCIÓN SOLAR,La especialización de la fotoprotección para condiciones extremas (nieve/altitud) abre una oportunidad estacional para fórmulas de alta adherencia y reparación de barrera.,"Guía sobre los mejores protectores solares para esquí, destacando productos con alta protección UV, resistencia al frío y propiedades hidratantes para prevenir la quemadura por viento."
https://www.gcimagazine.com/brands-products/devices-tech/news/22957609/how-brands-can-navigate-beauty-ai-with-a-human-touch,2026,FEBRERO,ANÁLISIS ESTRATÉGICO,INTELIGENCIA DE NEGOCIO,BEAUTY TECH,"El éxito de la IA en belleza depende de su capacidad para potenciar la empatía y la asesoría humana, no para reemplazarla, asegurando la confianza del consumidor.","Análisis sobre la implementación ética de la IA en cosmética, subrayando que la personalización tecnológica debe ir acompañada de un toque humano para mantener la lealtad y la credibilidad."
https://www.gcimagazine.com/ingredients/skin-care/news/22958273/debut-57847-debut-appoints-derek-wanner-as-chief-commercial-officer-to-accelerate-biotechpowered-beauty-innovation,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,LIDERAZGO EJECUTIVO,"El nombramiento de un CCO en Debut indica una fase de comercialización agresiva para sus activos biotecnológicos, buscando escalar su presencia en el mercado B2B.",Debut nombra a Derek Wanner como Director Comercial para liderar la expansión de su plataforma de innovación biotecnológica y acelerar la adopción de sus ingredientes de alto rendimiento.
https://beautynewsdaily.com/emporio-armani-taps-kendall-jenner-as-global-fragrance-ambassador/,2026,FEBRERO,ESTRATEGIA DE MARKETING,MARKETING Y COMUNICACIÓN,CELEBRITY ENDORSEMENT,"La alianza con Kendall Jenner busca rejuvenecer la imagen de las fragancias Armani, capturando la atención de una audiencia global mediante el prestigio de una súper estrella.","Emporio Armani nombra a Kendall Jenner como embajadora global de sus fragancias, apostando por su enorme alcance digital para impulsar la relevancia de la marca en el segmento joven de lujo."
https://beautynewsdaily.com/functional-fragrance-everything-you-need-to-know/,2026,FEBRERO,ANÁLISIS DE MERCADO,TENDENCIAS DE MERCADO,NEUROCOSMÉTICA,"Las fragancias funcionales transforman el perfume de un accesorio estético a una herramienta de gestión emocional, alineándose con el auge de la salud mental.","Informe detallado sobre la perfumería funcional, explicando cómo el uso de neurociencia permite crear aromas que reducen el estrés o aumentan el enfoque y la energía del usuario."
https://www.globalcosmeticsnews.com/pat-mcgrath-cosmetics-files-for-chapter-11-bankruptcy-protection-in-the-us/,2026,FEBRERO,NOTICIA FINANCIERA,FINANZAS E INVERSIÓN,REESTRUCTURACIÓN,La quiebra de Pat McGrath evidencia que ni siquiera el prestigio artístico extremo protege a las marcas independientes de los desafíos de flujo de caja y costes operativos.,"Pat McGrath Cosmetics se acoge al Capítulo 11 de la ley de quiebras en EE.UU. para reestructurar su deuda, reflejando las presiones financieras que enfrentan las marcas de lujo ""indie"" en el retail actual."
https://beautynewsdaily.com/tubby-todd-enters-target/,2026,ENERO,NOTICIA DE RETAIL,ESTRATEGIA CORPORATIVA,RETAIL & DISTRIBUCIÓN,"El debut de Tubby Todd en Target marca la entrada de soluciones para pieles sensibles en el canal masivo, elevando el estándar de cuidado familiar accesible.","Tubby Todd expande su presencia física lanzando en más de 1,100 tiendas Target. La marca busca llevar sus productos ""clean"" para eccema y piel sensible a las familias que priorizan la conveniencia sin sacrificar la eficacia."
https://cosmeticsbusiness.com/2026-year-of-boomer-beauty-economy,2026,ENERO,INFORME ESTRATÉGICO,TENDENCIAS DE MERCADO,SILVER ECONOMY,"La industria pivota hacia los Baby Boomers en 2026, reconociendo su alto poder adquisitivo y su lealtad a marcas que priorizan la longevidad sobre la juventud eterna.","Análisis de cómo el sector está dejando de lado la obsesión con la Gen Z para enfocarse en los Boomers, quienes valoran la eficacia real y productos que apoyen un envejecimiento saludable y activo."
https://beautynewsdaily.com/interview-angelo-castello-of-facegym/,2026,ENERO,ENTREVISTA EJECUTIVA,ESTRATEGIA CORPORATIVA,MODELO DE FRANQUICIAS,"FaceGym escala su modelo de ""fitness facial"" globalmente, demostrando que el servicio experiencial es el motor de retención más potente para marcas de nicho.","El CEO Angelo Castello detalla la transición de FaceGym hacia un modelo de franquicia escalable, buscando democratizar el entrenamiento muscular facial como un pilar fundamental del bienestar y la belleza."
https://www.globalcosmeticsnews.com/l-catterton-to-acquire-minority-stake-in-fragrance-house-ex-nihilo/,2026,ENERO,NOTICIA DE M&A,M&A (FUSIONES Y ADQUISICIONES),PRIVATE EQUITY,La inversión de L Catterton en Ex Nihilo subraya la resiliencia del lujo francés y la apuesta por la personalización como el próximo gran motor de crecimiento.,"L Catterton adquiere una participación minoritaria significativa en la casa de perfumes Ex Nihilo para acelerar su expansión digital y física, especialmente en el mercado de Estados Unidos y China."
https://www.linkedin.com/posts/parfums-christian-dior_diorbeauty-diorskincare-diorcapture-ugcPost-7421585667039612929-SPA6,2026,FEBRERO,POST CORPORATIVO,MARKETING Y COMUNICACIÓN,BRAND AMBASSADORS,"Dior redefine la ""feminidad moderna"" uniendo a iconos como Glenn Close y Venus Williams, enviando un mensaje de empoderamiento y eficacia transgeneracional.","Dior Beauty relanza su línea Capture con una campaña multigenacional. Al incluir embajadoras de diversos perfiles y edades, la marca refuerza su autoridad en el cuidado de la piel basado en la ciencia de la longevidad."
https://www.gcimagazine.com/consumers-markets/news/22956924/the-beauty-contract-whats-fueling-the-top-10-gen-z-brands-and-products,2026,FEBRERO,ANÁLISIS DE MERCADO,CONSUMER INSIGHTS,GENERACIÓN Z,"El éxito con la Gen Z no depende de la lealtad histórica, sino de un ""contrato"" de eficacia inmediata y coherencia ética radical.","Informe sobre las 10 marcas preferidas por la Gen Z, destacando que la viralidad técnica y el propósito social son los motores que están desplazando a las marcas tradicionales del top-of-mind."
https://cosmeticsbusiness.com/indu-begins-global-expansion-via-partnership-with-sephora,2026,FEBRERO,ESTRATEGIA DE RETAIL,ESTRATEGIA CORPORATIVA,TEEN SKINCARE,"La entrada de Indu en Sephora oficializa al ""adolescente consciente"" como un segmento de mercado independiente y lucrativo.","La marca británica Indu inicia su expansión internacional en Australia y Nueva Zelanda de la mano de Sephora, enfocándose en rutinas holísticas seguras para pieles jóvenes en pleno cambio hormonal."
https://www.gcimagazine.com/brands-products/bath-body/news/22958305/seven-bucks-companies-appoints-unilever-vet-cara-robinson-as-first-chief-brand-officer,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,LIDERAZGO EJECUTIVO,"El paso de ejecutivos de CPG tradicionales a marcas de celebridades marca el fin de la era del ""simple endorsement"" para entrar en la era de la ""corporación de celebridad"".","Seven Bucks Companies (propiedad de The Rock) ficha a Cara Robinson, ex-Unilever, como su primera CBO para transformar sus marcas de cuidado personal en potencias globales con estructura de multinacional."
https://beautynewsdaily.com/demi-moore-named-global-brand-ambassador-for-kerastase/,2026,ENERO,ESTRATEGIA DE MARKETING,MARKETING Y COMUNICACIÓN,PRO-AGING LUXURY,"La belleza capilar de lujo se redefine a través de la ""madurez aspiracional"", utilizando a Demi Moore para validar la eficacia en el segmento de mayor poder adquisitivo.","Kérastase nombra a Demi Moore embajadora global, buscando conectar con consumidoras que ven el envejecimiento como una etapa de máximo cuidado personal y sofisticación técnica."
https://www.modernretail.co/marketing/mac-cosmetics-maps-out-its-holiday-live-shopping-push/,2025,DICIEMBRE,ANÁLISIS DE MARKETING,CANALES DE VENTA,LIVE SHOPPING,"El Live Shopping se consolida como la herramienta definitiva para convertir la ""inspiración de TikTok"" en transacciones directas sin fricción.","MAC Cosmetics detalla su despliegue de ventas en vivo para la temporada festiva, utilizando anfitriones expertos para demostrar productos en tiempo real y cerrar ventas mediante integraciones de pago instantáneo."
https://www.cosmeticsbusiness.com/boots-group-ceo-to-retire-with-uk-boss-taking-on-more-responsibility,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,LIDERAZGO EJECUTIVO,La transición de mando en Boots prioriza la agilidad operativa local para defender su cuota de mercado ante la creciente presión de la distribución digital.,"El CEO de Boots Group se jubila, transfiriendo la autoridad al jefe del Reino Unido. Este movimiento busca simplificar la estructura jerárquica para acelerar la transformación de sus tiendas físicas en centros de salud y belleza integral."
https://www.gcimagazine.com/brands-products/ingestibles-supplements/news/22953308/beautys-whats-on-the-inside-ingestible-beauty-takeaways-for-2026,2026,FEBRERO,INFORME DE TENDENCIAS,I+D E INNOVACIÓN,BELLEZA INGESTIBLE,"La belleza ""desde dentro"" evoluciona hacia la longevidad celular; el consumidor ahora busca suplementos que actúen sobre la expresión génica y el microbioma.","Análisis de la nutricosmética en 2026, destacando el auge de los ""psicobióticos"" (salud mental-piel) y soluciones que combinan la reparación de la barrera cutánea con la gestión del cortisol."
https://beautynewsdaily.com/jennie-garth-is-the-new-face-of-it-cosmetics/,2026,ENERO,ESTRATEGIA DE MARKETING,MARKETING Y COMUNICACIÓN,CELEBRITY ENDORSEMENT,El uso de figuras auténticas de la Generación X permite a las marcas de maquillaje clínico ganar credibilidad en un mercado saturado de filtros digitales.,"IT Cosmetics nombra a Jennie Garth como embajadora, capitalizando su honestidad sobre la rosácea y el envejecimiento real para posicionar sus productos de alta cobertura como herramientas de confianza."
https://cosmeticsbusiness.com/valentino-beauty-loreal-luxe-phase-out-korea-2026,2026,FEBRERO,ANÁLISIS DE MERCADO,ESTRATEGIA CORPORATIVA,SALIDA DE MERCADO,El repliegue de Valentino en Corea del Sur es una lección de humildad para el lujo europeo frente a la sofisticación extrema de los consumidores de K-Beauty.,L'Oréal Luxe retirará gradualmente a Valentino Beauty del mercado surcoreano para 2026. La decisión responde a un ajuste estratégico tras no alcanzar los objetivos de penetración en un ecosistema altamente competitivo.
https://www.galderma.com/news/galderma-us-fda-acceptance-relabotulinumtoxina-application,2026,FEBRERO,NOTICIA ESTRATÉGICA,DERMATOLOGÍA MÉDICA,INYECTABLES,"La nueva toxina líquida de Galderma promete estandarizar los resultados estéticos al eliminar las variables de mezcla, reduciendo tiempos en clínica.","Galderma logra la aceptación de la FDA para su toxina líquida RelabotulinumtoxinA. Este avance tecnológico busca ofrecer una acción más rápida y duradera, posicionándose como el competidor más fuerte de Botox en la década."
https://cosmeticsbusiness.com/dior-lands-bridgertons-florence-hunt-brand-ambassador,2026,FEBRERO,NOTICIA DE MARKETING,MARKETING Y COMUNICACIÓN,GEN Z AMBASSADORS,El fichaje de Florence Hunt (Bridgerton) busca fusionar la elegancia clásica con la viralidad del streaming para rejuvenecer el legado de Dior.,"Dior Beauty nombra a Florence Hunt como embajadora global. La actriz representará tanto la división de belleza como la de moda, reforzando la apuesta de la casa por capturar el mercado joven a través de íconos de la cultura pop actual."
https://www.linkedin.com/posts/coty_coty-responsibleai-innovation-ugcPost-7424075319650725888-xWCe,2026,FEBRERO,POST CORPORATIVO,INTELIGENCIA DE NEGOCIO,IA RESPONSABLE,"Coty redefine la innovación mediante un marco de ""IA Responsable"", priorizando la autenticidad humana y la privacidad en la era de la belleza digital.","Coty presenta su visión sobre el uso ético de la IA, estableciendo directrices para asegurar que las herramientas tecnológicas potencien la creatividad y la personalización sin sacrificar la transparencia con el consumidor."
https://www.linkedin.com/posts/the-business-of-fashion_compared-to-other-global-citizens-europeans-activity-7424013815933128704-aIRg,2026,FEBRERO,ANÁLISIS DE CONSUMIDOR,CONSUMER INSIGHTS,MERCADO EUROPEO,"El consumidor europeo muestra una resistencia estructural al gasto, obligando a las marcas a justificar el precio mediante una calidad y durabilidad tangibles.","BoF analiza la disparidad de consumo global, señalando que los europeos están siendo más cautelosos que los ciudadanos de otras regiones, priorizando el valor real sobre el impulso de compra por tendencia."
https://beautynewsdaily.com/cyklar-is-headed-to-sephora/,2026,FEBRERO,NOTICIA DE RETAIL,ESTRATEGIA CORPORATIVA,CLEAN BODYCARE,"La expansión de Cyklar a Sephora consolida el ""Bodycare facializado"": tratar el cuerpo con el mismo nivel de activos y prestigio que el rostro.","Cyklar, la marca fundada por Claudia Sulewski, anuncia su entrada en 450 tiendas Sephora. Su enfoque en fórmulas limpias y longevidad de producto resuena con la demanda actual de autocuidado consciente y de alta gama."
https://www.globalcosmeticsnews.com/colgate-palmolive-reports-full-year-2025-sales-growth-as-impairment-weighs-on-gaap-earnings/,2026,ENERO,INFORME FINANCIERO,FINANZAS E INVERSIÓN,RESULTADOS ANUALES,"El deterioro del negocio de ""Skin Health"" (Filorga) en China obliga a Colgate a resetear sus expectativas de crecimiento premium ante un mercado asiático más débil.","Colgate-Palmolive reporta ventas récord de $20.38B en 2025, pero su beneficio neto sufre un impacto de $794M por el deterioro de activos en su división de cuidado de la piel, reflejando dificultades operativas en China."
